ward_id,small_area,weight
10104002,1630143,1.0
10104002,1630113,1.0
10104002,1630047,0.986280399715
10104002,1630025,0.00015017829324
10104002,1630022,0.352696764684
10104002,1630067,0.00266307126401
10104002,1630087,1.97036454271e-05
10104002,1630151,0.154873792594
10104003,1630114,0.688880279399
10104003,1630105,0.130704840981
10104003,1630001,0.99639241995
10104003,1630092,0.74487987832
10104003,1630036,0.369735713791
10104003,1630059,0.0020123097075
10104003,1630066,0.00167218069016
10104003,1630139,0.000443047932587
10104003,1630017,1.0
10104003,1630054,1.0
10104003,1630063,1.0
10104003,1630077,1.0
10104003,1630111,1.0
10104003,1630184,0.99972709286
10104003,1630020,0.999956839195
10104003,1630087,0.0201286833506
10104004,1630002,1.0
10104004,1630001,0.00358054825223
10104004,1630008,1.0
10104004,1630009,1.0
10104004,1630011,0.086419536352
10104004,1630015,0.998040529492
10104004,1630030,0.977526043393
10104004,1630033,1.0
10104004,1630036,0.000752168317307
10104004,1630049,0.999477462085
10104004,1630051,1.0
10104004,1630059,0.537514322845
10104004,1630066,0.998170362525
10104004,1630079,1.0
10104004,1630139,0.999556952067
10104004,1630141,0.192011827936
10104005,1630137,0.895381905231
10104005,1630175,0.999932426674
10104005,1630122,0.264172640248
10104005,1630114,0.311119720601
10104005,1630105,0.860701311851
10104005,1630065,1.0
10104005,1630108,1.0
10104005,1630140,0.999827807057
10104005,1630092,0.255021708406
10104005,1630136,1.0
10104005,1630083,0.999918940757
10104005,1630153,0.999876445482
10104005,1630149,1.0
10104005,1630104,0.999855405079
10104005,1630067,0.701254824021
10104005,1630087,0.110593112239
10104005,1630151,0.00680617093519
10104005,1630159,9.33085032841e-06
10104006,1630098,0.999945852155
10104006,1630064,0.999962320016
10104006,1630102,0.999898858616
10104006,1630148,0.99991865564
10104006,1630072,1.0
10104006,1630171,0.999951769562
10104006,1630125,0.999975947931
10104006,1630026,0.999974533883
10104006,1630027,1.0
10104006,1630044,1.0
10104006,1630071,1.0
10104006,1630132,0.999937784878
10104006,1630146,0.999944199229
10104006,1630093,1.0
10104006,1630082,1.0
10104006,1630163,1.0
10104006,1630067,0.0760290459081
10104006,1630159,0.686454061777
10104006,1640088,3.87833224972e-07
10104006,1640015,2.35657364943e-06
10104006,1630095,3.65219706956e-05
10104006,1640083,3.17946882953e-06
10104007,1630164,1.0
10104007,1630058,1.0
10104007,1630068,1.0
10104007,1630048,1.0
10104007,1630045,1.0
10104007,1630003,1.0
10104007,1630080,1.0
10104007,1630117,1.0
10104007,1630135,1.0
10104007,1620075,1.13717594439e-06
10104007,1630167,1.0
10104007,1630147,1.0
10104007,1630160,1.0
10104007,1630166,1.0
10104007,1630159,0.174027140306
10104007,1640015,2.10098632167e-06
10104007,1630095,0.999957783814
10104007,1630088,0.999995441475
10104007,1620068,2.19714983767e-06
10104007,1640116,6.948114251e-06
10104007,1640110,2.33062816247e-06
10104007,1640076,7.06583433138e-07
10104007,1640134,5.13220188884e-06
10104008,1630127,0.00179686888322
10104008,1630013,0.000277471723276
10104008,1630057,0.960483153579
10104008,1630073,0.994739107734
10104008,1630103,0.00379417635914
10104008,1630110,1.0
10104008,1630100,3.92934430901e-05
10104008,1630075,1.0
10104008,1630101,0.414309738823
10104008,1630084,0.941701302614
10104008,1630144,1.0
10104008,1630128,1.0
10104008,1630089,1.0
10104008,1630041,5.45081701515e-05
10104008,1630099,0.00303071364851
10104008,1630067,0.220049192831
10104008,1630005,1.0
10104008,1630087,0.185742630515
10104008,1630151,0.837875593428
10104008,1620075,5.81718551771e-06
10104008,1630159,0.139502309263
10104009,1630042,0.00138402147403
10104009,1630062,0.0127895448577
10104009,1630047,0.0137196002854
10104009,1630025,0.369008194627
10104009,1630041,0.00273336429191
10104009,1630133,1.0
10104009,1630022,0.647303235316
10104009,1630006,1.0
10104009,1630155,1.0
10104009,1630118,1.0
10104009,1630157,1.0
10104009,1630131,1.0
10104009,1630162,1.0
10104009,1630014,1.0
10104009,1630099,0.996969286352
10104009,1630145,1.0
10104009,1630086,1.0
10104009,1630152,1.0
10104009,1630123,1.0
10104009,1630087,1.57722455528e-06
10104009,1630151,4.63398956487e-05
10104010,1630127,0.794265602566
10104010,1630013,0.782063864821
10104010,1630094,0.951248870174
10104010,1630057,0.0191271863364
10104010,1630096,1.0
10104010,1630073,0.00526089226628
10104010,1630103,0.996205823641
10104010,1630100,0.999960706557
10104010,1630101,0.585690261177
10104010,1630084,0.0563979690211
10104010,1630130,1.0
10104010,1630052,0.944003479619
10104010,1630078,0.997185043166
10104010,1630032,1.0
10104010,1630069,0.994215346613
10104010,1630010,0.856173919542
10104010,1630056,0.997293946306
10104010,1630043,0.0862103099426
10104010,1630074,0.000724296489469
10104010,1630037,0.245847816535
10104010,1630055,0.000221004851751
10104010,1630151,5.89054262925e-06
10104011,1630182,0.999958410519
10104011,1630007,0.999856902669
10104011,1630012,1.0
10104011,1630178,1.0
10104011,1630176,0.999964616149
10104011,1630181,0.999874135674
10104011,1630180,0.999830214227
10104011,1630165,0.999834440408
10104011,1630170,0.999936632464
10104011,1630173,0.999891539601
10104011,1630038,0.99994470615
10104011,1630172,0.999904018516
10104011,1630179,1.0
10104011,1630177,1.0
10104011,1630168,0.999921775131
10104011,1630169,0.999985294826
10104011,1630091,0.999899152048
10104011,1630085,0.999961839565
10104011,1630174,0.999883514224
10104011,1630185,0.979263603026
10104011,1630019,0.0372377988491
10104011,1630076,0.0685349382429
10104011,1630087,0.5397016686
10104011,1630151,0.000391143213206
10104012,1630185,0.0207088823921
10104012,1630019,0.962762201151
10104012,1630129,1.0
10104012,1630126,1.0
10104012,1630120,1.0
10104012,1630076,0.931368800485
10104012,1630097,1.0
10104012,1630106,1.0
10104012,1630150,1.0
10104012,1630046,1.0
10104012,1630119,1.0
10104012,1630023,1.0
10104012,1630028,1.0
10104012,1630040,1.0
10104012,1630024,1.0
10104012,1630183,0.999920025912
10104012,1630087,0.0918129416847
10104012,1620075,1.26927335202e-06
10104013,1630084,0.00190072836518
10104013,1630078,0.0028149568344
10104013,1630069,0.00578465338653
10104013,1630010,0.000277743409652
10104013,1630056,0.00270605369389
10104013,1630043,0.913789690057
10104013,1630074,0.999275703511
10104013,1630037,0.625232427809
10104013,1630055,0.999778995148
10104013,1630035,1.0
10104013,1630034,1.0
10104013,1630053,1.0
10104013,1630042,0.985763454473
10104013,1630062,0.0134878113902
10104013,1630031,1.0
10104013,1630025,0.63084162708
10104013,1630041,0.997212127538
10104013,1630087,4.6528399792e-06
10105001,1640141,0.776010442575
10105001,1640132,1.0
10105001,1640002,0.99989841392
10105001,1640138,1.0
10105001,1640136,1.0
10105001,1640070,0.784774865466
10105001,1640129,0.997072048778
10105001,1640061,0.993029905142
10105001,1640034,0.709477450499
10105001,1640120,9.27080589162e-06
10105001,1640013,1.0
10105001,1640089,0.00110697421691
10105001,1640065,9.90762378505e-05
10105001,1640073,0.0222099668986
10105001,1640057,5.75978511597e-05
10105001,1640118,0.000512770891703
10105001,1620074,2.06928490965e-06
10105001,1620007,5.77721287223e-08
10105001,1640098,9.96927770016e-05
10105001,1640047,0.992642239544
10105001,1640094,0.00319844720896
10105001,1630095,7.08163170899e-07
10105001,1630088,1.08951954555e-06
10105001,1620068,7.17599017874e-08
10105001,1640116,0.999993051886
10105001,1640110,0.999992855638
10105001,1640076,0.20989149554
10105001,1620003,4.62663000179e-06
10105002,1640141,0.000637248288432
10105002,1640070,0.215225134534
10105002,1640129,0.00292795122235
10105002,1640061,0.00697009485837
10105002,1640034,0.290522549501
10105002,1640120,0.999766423512
10105002,1640130,1.0
10105002,1640084,1.0
10105002,1640036,1.0
10105002,1640029,1.0
10105002,1640085,1.0
10105002,1640058,1.0
10105002,1640090,1.0
10105002,1640089,0.998893025783
10105002,1640065,0.999900923762
10105002,1640057,0.999942402149
10105002,1640098,0.639949367077
10105002,1640104,0.788328326536
10105002,1640047,0.00735776045571
10105002,1640094,0.996801552791
10105002,1640137,1.0
10105002,1640076,9.93727453275e-06
10105003,1660296,3.03676346467e-06
10105003,1660098,1.75549486911e-06
10105003,1640141,0.223341722768
10105003,1640002,9.51727082771e-05
10105003,1640120,0.000224305682035
10105003,1640074,0.868526933735
10105003,1640073,0.977786785387
10105003,1640118,0.999476092704
10105003,1620007,1.89444234156e-06
10105003,1620001,2.63284625937e-06
10105003,1660010,3.18920552737e-06
10105003,1640128,0.000858105131832
10105003,1640022,1.0
10105003,1640016,1.0
10105003,1640095,1.0
10105003,1640069,1.0
10105003,1640046,1.0
10105003,1640018,0.0212367320451
10105003,1640131,1.0
10105003,1640001,0.0273790615311
10105003,1640012,0.998611601003
10105003,1640096,0.999902308317
10105003,1640024,0.0717771958315
10105003,1640104,0.210800170273
10105003,1640075,0.994025509557
10105003,1640076,0.00281172868414
10105004,1640142,0.999999999526
10105004,1640008,0.999934207967
10105004,1640063,1.0
10105004,1640030,1.0
10105004,1640023,0.00947303255396
10105004,1640139,0.842238903963
10105004,1640033,0.00625043536874
10105004,1640074,0.131386742575
10105004,1640066,0.00139056869388
10105004,1640140,0.488115232664
10105004,1640001,0.768805155487
10105004,1640096,9.55839518732e-05
10105004,1640135,0.00136623320491
10105004,1640024,0.812404959609
10105004,1640075,0.00597016998721
10105004,1640080,0.00167812659736
10105004,1640108,0.018216453815
10105004,1640111,0.999171443345
10105004,1640126,0.982760723518
10105004,1640076,1.25825113812e-05
10105004,1640134,4.15894151897e-05
10105004,1640097,7.52369177113e-05
10105004,1991531,4.58506580386e-06
10105004,1640124,0.0618544479447
10105004,1640014,0.972377827131
10105004,1990171,1.69696554643e-05
10105005,1630159,1.33245061661e-06
10105005,1640088,0.952230479488
10105005,1640117,0.999990576529
10105005,1640015,0.670553388991
10105005,1630095,2.63476310551e-06
10105005,1640080,0.462456539559
10105005,1640126,0.0172360219304
10105005,1640083,0.999979024777
10105005,1640109,0.999887429567
10105005,1640043,0.176296482109
10105005,1640045,0.978662169476
10105005,1640051,0.982987412156
10105005,1640082,0.973645603358
10105005,1640099,0.962311316327
10105005,1640103,0.000566650438945
10105005,1640133,0.999886736513
10105005,1990140,1.92812492393e-06
10105005,1990171,2.25351909434e-06
10105006,1640141,1.05863681446e-05
10105006,1640074,8.42095977044e-05
10105006,1640135,0.998633766795
10105006,1640024,0.115817844559
10105006,1640098,0.359950940146
10105006,1640104,0.000871503190308
10105006,1640088,0.0477660397437
10105006,1640015,0.329442153449
10105006,1630095,2.3512890345e-06
10105006,1640080,0.535865333844
10105006,1640108,0.981783546185
10105006,1640111,0.000828556655113
10105006,1640076,0.787273549407
10105006,1640134,0.999953278383
10105006,1640005,1.0
10105006,1640037,1.0
10105006,1640040,1.0
10105006,1640043,0.823703517891
10105006,1640045,0.021337830524
10105006,1640051,0.0170125878436
10105006,1640053,1.0
10105006,1640054,1.0
10105006,1640062,1.0
10105006,1640082,0.0263543966419
10105006,1640099,0.0376886836728
10105006,1640103,0.999433349561
10105007,1640079,1.0
10105007,1640039,1.0
10105007,1640067,1.0
10105007,1640023,0.990526967446
10105007,1640139,0.152752696159
10105007,1640113,1.0
10105007,1640093,0.480998687576
10105007,1640066,0.355828282767
10105007,1640003,0.884778858093
10105007,1640004,0.00822721861485
10105007,1640001,0.00399295841348
10105007,1990132,9.94742931325e-06
10105007,1640007,0.999586119044
10105007,1640072,0.342653476684
10105007,1660100,3.01361180585e-05
10105007,1640009,0.000260846888529
10105007,1660181,2.45337910089e-06
10105007,1995333,2.77409229609e-06
10105007,1640052,1.0
10105007,1640011,1.0
10105007,1640121,1.0
10105007,1640097,0.999920625169
10105007,1991531,6.26822964993e-06
10105007,1640124,0.938145552055
10105007,1640014,0.0276181230989
10105008,1640093,0.519001312424
10105008,1640081,0.999687655492
10105008,1640068,0.98323910394
10105008,1640028,0.735431857714
10105008,1640019,0.165304924898
10105008,1640071,1.0
10105008,1640066,0.637879091335
10105008,1640102,0.975775330699
10105008,1640021,0.672539811829
10105008,1640122,0.999116849409
10105008,1640044,0.999593986011
10105008,1640125,0.971872501418
10105008,1640106,0.674892253362
10105008,1640119,0.507356247146
10105008,1640025,0.0112181001615
10105008,1640003,1.65995642608e-05
10105008,1640140,0.0132135918479
10105008,1640017,0.0150256120857
10105008,1640007,0.000413880955979
10105008,1640072,0.657346523316
10105009,1640050,0.0108621008572
10105009,1640060,0.990263701448
10105009,1640055,0.997555374785
10105009,1640032,1.0
10105009,1640020,0.00327704335193
10105009,1640042,1.0
10105009,1640019,0.000348325529861
10105009,1640006,0.840456668306
10105009,1640001,8.41106431978e-05
10105009,1640041,0.000214902810915
10105009,1640038,0.84616421534
10105009,1640091,1.0
10105009,1640059,0.0129457486538
10105009,1640026,0.996587908869
10105009,1640078,0.993372631385
10105009,1640048,0.0146206561012
10105010,1640019,0.00211068301044
10105010,1640102,0.024224669301
10105010,1640021,0.00638257607201
10105010,1640049,0.99542134361
10105010,1640122,0.000883150590507
10105010,1640044,0.000406013989391
10105010,1640125,0.0281274985816
10105010,1640092,0.835193979019
10105010,1640006,0.158874854858
10105010,1640106,0.325107746638
10105010,1640119,0.492643752854
10105010,1640086,1.0
10105010,1640025,0.724785522439
10105010,1640064,1.0
10105010,1640100,1.0
