precinct,population
WOODSTOCK,27551.073720706543
RICHMOND(C),6735.9253885486005
LYTTELTON,109189.97498712764
EMZINONI,48975.46902438158
PRIESKA,15941.745413328528
KANANA,78490.158118968
AGGENEYS,2383.780063164381
ORANGE FARMS,210173.75781744963
ERMELO,93462.08033332556
MODIMOLLE,45807.980892670974
BROOKLYN,69107.04969642303
AMANZIMTOTI,60043.70281309107
BRANDFORT,13854.004189575331
KEMPTON PARK,73363.50725674398
HERMANUS,47845.19883007122
SEKHUKHUNE,120640.7537672519
JAMESTOWN,5609.215512294328
ROODEPAN,36166.12429018368
BOKSBURG,63183.470854727966
KWAMSANE,128606.43024808637
MAGATLE,63883.772307536616
BOKSBURG NORTH,61416.43946334083
GILEAD,53670.78182683114
SARON,10032.256127927556
UMLAZI,294450.98902908765
RIVERSDALE,20242.545949838586
PUTFONTEIN,43121.26696434912
MOOI RIVER,29260.804937414385
PRETORIA MOOT,30542.38793259169
INTSIKENI,47934.885175438314
SCHOEMANSDAL,90757.79943449248
MACHADODORP,10194.334863895774
VREDENBURG,41200.55728371939
BATHURST,8305.6776725716
WILLISTON,4324.454226592833
APEL,73864.69918286956
KATLEHONG,155941.23093969282
KIMBERLEY,71652.47959155355
WASBANK,4886.036502550052
BUFFELSHOEK,2794.8210442775976
VAN STADENSRUS,2440.1736988387397
ENNERDALE,104808.84988446198
AMALIA,7708.848993103365
HAMBURG,1917.8376930312477
MPHEPHU,75742.88680803453
LYDENBURG,48994.95182512061
BOLO,5568.712109825257
CLARENS,8783.981452368169
BOITEKONG,147008.08866413677
POSTMASBURG,32955.41003621332
MANENBERG,85282.59536108868
SANDRINGHAM,43535.21399577905
MLUNGISI,52960.95142432409
BULGERIVIER,1416.1666790522363
DELFT,153758.6630330553
ROBERTSON,35712.64250057528
DUBE,23812.14956354884
DONNYBROOK,28547.386823427878
EMANGUZI,95168.92579741827
NOUPOORT,8265.792586182833
THABAZIMBI,44114.147314117705
MAYDON WHARF,900.0396682575691
MIDDLEDRIFT,18888.592141669822
SPRINGFONTEIN,4244.487738768731
STANFORD,6084.194836856144
STRYDENBURG,3429.4221473451626
TONGAAT,71216.9223277014
CRYSTALPARK,37162.02266348385
BERGVILLE,54820.30616796469
TSEKI,65177.545213074336
GORDONS BAY,16571.78820780329
CAMPERDOWN,20560.29732726628
PALMIETFONTEIN,34489.64703796188
BOONS,6532.026932720267
ZAMUXOLO,11642.731916732686
TONGA,236739.61581512593
TWEELING,7414.764747441303
SEBENZA,30687.696120789762
MEMEL,8808.89384687137
KHUTSONG,62928.9496629641
SUNNYSIDE,82835.41456513765
KWAAIMAN,54505.43328270881
KLEINSEE,831.8716451780335
DOUGLAS,22490.412737126164
TINA FALLS,20109.684612621353
JOUBERTINA,20348.682645218545
DIEPKLOOF,102990.3800597009
NTABETHEMBA,10646.898609424783
CATHCART,9445.768629629383
HATTINGSPRUIT,8756.686046186924
GOEDEMOED,973.9110668439387
MODJADJISKLOOF,34659.90352357728
WITRIVIER,29524.20358649228
EZIBELENI,30110.43830691841
PEDDIE,24086.591107345153
LOERIESFONTEIN,3500.5627898051944
WOLWEFONTEIN,1322.4778127433326
OTTOSDAL,29592.050930962614
JOUBERTON,113584.91540394507
NEBO,91953.54460413248
DELMAS,59195.723026599044
FLOUKRAAL,472.4295302655006
COFFEE BAY,18178.501736073944
BISHOP LAVIS,106051.07344255279
MOORREESBURG,23324.108945117874
ROSEBANK,8308.338120389133
EDENVALE,52508.57788132336
GARIES,2698.9635567246
LOXTON,1689.6343069345592
KLIPTOWN,102490.58799872918
HLOBANE,30055.15170213416
FAURESMITH,4621.227225422562
CHUNGWA,18789.73304103877
PHILIPPOLIS,4558.199424887504
MOREBENG,12273.192477862101
RATANDA,51670.111455167935
HOOPDAL,2224.197830997051
BELFAST,20891.573005400962
JAGERSFONTEIN,6295.920145621506
SILVERTON,102185.67464007679
WYNBERG,25217.871639981357
SWARTKOPS,27935.707422158634
AFSONDERING,21314.682153754355
IXOPO,44434.23075153276
BRACKENDOWNS,55584.94886252271
TYLDEN,1926.8414626733925
MELMOTH,82888.18511442166
KHUMA,46467.985944520544
FORT BEAUFORT,26817.85870607041
CERES,42109.96279600267
VAN REENEN,3278.320588547331
PUNZANA,15999.333649462213
LOW'S CREEK,6769.864757297126
MIDDELPOS,1163.4697302805384
PHOKENG,122958.98341280085
HOPETOWN,12404.963728373114
WOLSELEY,16658.89498798131
NSUZE,56542.375112634465
SULENKAMA,29054.556825242315
CITRUSDAL,19354.938429030353
MIDDELBURG MPUMALANG,99806.97596611646
ELANDS HEIGHT,499.5919548213539
GRIEKWASTAD,7397.4569309055605
KWANDENGANE,30197.358010335083
HEILBRON,30952.417439169712
CLEVELAND,43024.52092236726
SYDENHAM,74223.73325001137
LOMANYANENG,53387.252582442714
UMSUNDUZI,42418.819440779844
HLUHLUWE,66284.03308564598
BRAMLEY,46394.89424587351
POTCHEFSTROOM,51890.73641039866
ELANDSLAAGTE,23551.06185700756
LANGEBAAN,8183.050141772065
TOLWE,2992.2402000532247
VIRGINIA,26442.865698706726
JABULANI,110805.80938645896
KEISKAMMAHOEK,28438.256767472478
WITPOORT,26799.669971080384
KOSTER,31028.16347420529
DAVEYTON,117534.60108366086
SUN CITY,69054.96364210916
KATKOP,17240.940694957222
AMSTERDAM,26149.187129988273
BOOYSENS,80498.54776151037
BESTERS,28217.37793053634
EVATT,1525.1184532909047
KUILSRIVIER,71953.46338022868
AMERSFOORT,36169.01396072012
BREDASDORP,22621.46919153971
WEENEN,30527.656900457852
PATENSIE,8579.905594826289
IDA,1738.042742804433
HOGSBACK,1731.4668938350412
WARTBURG,7498.432028135821
NIGEL,32410.333236704253
KATLEHONG NORTH,118433.62276001066
MAKWANE,42619.17702903583
EDENVILLE,7726.97324651111
DEALESVILLE,6714.019203352356
KABEGA PARK,72276.76461098646
ELSIES RIVER,69690.93136421187
WALMER,71793.41712673509
DIRKIESDORP,40058.0194443343
ORANJEVILLE,6181.174020554924
ALBERTON,90144.2319667369
PATERSON,6466.804848666308
MALMESBURY,58356.49984829971
INGWAVUMA,75935.10597156735
DIENTJIE,16184.223258634673
GRAAFF-REINET,41544.81381393422
PINELANDS,20663.07869490614
OLIFANTSHOEK,11352.77654503359
MOLTENO,13332.08656810623
MALUTI,93741.1425202915
GRASSY PARK,88627.73119254781
SHARPEVILLE,64978.586602306976
WATERVAL,86176.44146327008
GRAAFWATER,4940.353714454165
BLOEMHOF,30083.97061944466
PUDIMOE,36423.891053592015
WONDERBOOMPOORT,20303.351100463486
KINGSLEY,4006.553917994914
RIEBEECK EAST,1329.2718239671951
HUMEWOOD,38425.16331341682
ORKNEY,24699.35778371986
VAAL MARINA,2003.018243967959
WESSELSBRON,30461.626423774473
GROOT MARICO,14110.461619223008
BLOEMSPRUIT,103392.88998692823
KLIPRIVIER,13655.747041430726
DWAALBOOM,1880.1613295584493
REITZ,25483.650012645845
HLABISA,33735.57127274509
STELLENBOSCH,53346.86501964672
AMANGWE,43393.492140708426
KABOKWENI,131276.19581569498
MOROKWENG,28761.183361180185
UMHLALI,74729.28190917353
NABOOMSPRUIT,30101.79420239034
BOSTON,5935.204881904135
PIETERMARITZBURG,20440.579919860767
GENADENDAL,10670.247035534381
PHILIPPI,53901.901369445106
VREDEFORT,15613.530518178748
STERKSTROOM,8625.864218485796
PLETTENBERG BAY,26924.29579706875
ALEXANDRIA,13844.567039381187
ATHLONE,63307.14238067095
MASOYI,98815.36228054574
MBONGOLWANE,31980.177882490967
AVONDALE,33902.07292064702
HLANGANANI,59316.724184403305
ABERDEEN,9866.916167680723
UMKOMAAS,68068.71610230257
HAMMARSDALE,16560.70996408951
CYFERSKUIL,20504.81316545686
STORMS RIVER,9591.30079874179
CHATSWORTH,154287.39208644629
MDANTSANE,83790.74079032929
KGOMOTSO,14462.049267462698
GROBLERSHOOP,16377.42441502325
WINDSORTON,7775.462170696318
VILJOENSKROON,35026.777426994544
EERSTERUST,30540.179388267567
STEYNSRUS,10873.36944826145
PLOOYSBURG,1586.809861047401
PAULPIETERSBURG,74705.64837989007
MUIZENBERG,58991.78074969198
STEYTLERVILLE,5146.375746831103
REIGERPARK,57946.82916011437
GREYTOWN,35429.76506185011
SCOTTBURGH,30835.082615237363
TYEFU,6394.112433077858
BAYSWATER,20943.451361269505
TAUNG,104544.66172198523
LUSIKISIKI,202472.0897128899
BARBERTON,64645.8687804638
BOSHOF,10540.33455734354
WHITTLESEA,40067.864334601014
KLAPMUTS,13669.020648467384
AKASIA,191804.16760964095
DOUGLASDALE,121902.97567354146
KLERKSKRAAL,3481.7838020476174
LETHLABILE,82629.01349578139
WEMBEZI,32197.063148176796
PINETOWN,92261.40292826173
GREENWOOD PARK,71884.36720762408
GANS BAY,15208.260321434504
DORDRECHT,11524.954464482189
REDELINGHUYS,2421.4694552042192
INCHANGA,52191.52031383231
KLIPPLAAT,3321.525692402228
BALFOUR TVL,26582.776893245147
COLESBERG,8632.794077111264
PAARL,51450.79494325268
TSESENG,30873.900741784677
BLINKPAN,17012.768914188404
NYONI,43903.17054789677
NORMANDIEN,3240.9447161275357
BRAY,4483.086247055395
LENASIA,90944.81370305651
JACOBSDAL,10057.429571625156
DURBANVILLE,72348.75244435121
VAALWATER,20406.17168860264
VILLIERSDORP,23114.820818112454
KOMAGGAS,4580.919753129092
PRETORIA NORTH,31176.31938272112
SOMERSET EAST,20832.237183692443
SWELLENDAM,24159.113673856777
BEDWANG,22926.649381552546
EKUVUKENI,47819.57740929568
BISHOPSTOWE,13408.837134936513
KIRSTENHOF,30267.920539946117
DIEPSLOOT,143391.32772001252
STUTTERHEIM,31037.093618572588
